cluster_id,action,pool,filepath,size_bytes,has_frontmatter,url,reason
114,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260203-x_article-how_i_made_claude_code_3x_faster-@aidenybai.md,7807,True,https://x.com/aidenybai/status/2018812643369488747,filename+url
114,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/claude-code/20260203-x_article-how_i_made_claude_code_3x_faster-@aidenybai.md,8257,True,https://x.com/aidenybai/status/2018812643369488747,filename+url
115,keep,A,/Users/system/Desktop/research/20260213-x_article-how_to_build_a_compounding_ai_operating_system_as_a_non_technical_person-@chasing_next.md,24155,True,https://x.com/chasing_next/status/2022350894889865474,filename+url
115,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/04-agentic-notetaking-knowledge-vaults/20260213-x_article-how_to_build_a_compounding_ai_operating_system_as_a_non_technical_person-@chasing_next.md,24155,True,https://x.com/chasing_next/status/2022350894889865474,filename+url
116,keep,A,/Users/system/Desktop/research/20260212-x_article-the_tool_isnt_the_work-@rryssf_.md,12650,True,https://x.com/rryssf_/status/2022022278544773629,filename+url
116,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260212-x_article-the_tool_isnt_the_work-@rryssf_.md,12650,True,https://x.com/rryssf_/status/2022022278544773629,filename+url
117,keep,A,/Users/system/Desktop/research/20260207-x_article-opus_46_creative_writing_test-@iamemily2050.md,7225,True,https://x.com/IamEmily2050/status/2020087471707504992,filename+url
117,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260207-x_article-opus_46_creative_writing_test-@iamemily2050.md,7225,True,https://x.com/IamEmily2050/status/2020087471707504992,filename+url
118,keep,A,/Users/system/Desktop/research/20260125-x_article-hacking_clawdbot_and_eating_lobster_souls-@theonejvo.md,16375,True,https://x.com/theonejvo/status/2015401219746128322,filename+url
118,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/02-agent-security-hardening/20260125-x_article-hacking_clawdbot_and_eating_lobster_souls-@theonejvo.md,16375,True,https://x.com/theonejvo/status/2015401219746128322,filename+url
119,keep,A,/Users/system/Desktop/research/20260203-x_thread-apple_has_released_an_mcp-@camsoft2000.md,2686,True,https://x.com/camsoft2000/status/2018756550802780668,filename+url
119,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/10-ai-engineering-roadmaps-architecture/20260203-x_thread-apple_has_released_an_mcp-@camsoft2000.md,2686,True,https://x.com/camsoft2000/status/2018756550802780668,filename+url
119,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/claude-code/20260203-x_thread-apple_has_released_an_mcp-@camsoft2000.md,1836,True,https://x.com/camsoft2000/status/2018756550802780668,filename+url
120,keep,A,/Users/system/Desktop/research/20260202-x_thread-ghostty_worktrees_lazygit_is_one-@dani_avila7.md,1487,True,https://x.com/dani_avila7/status/2018453309808390226,filename+url
120,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/12-homelab-infrastructure/20260202-x_thread-ghostty_worktrees_lazygit_is_one-@dani_avila7.md,1487,True,https://x.com/dani_avila7/status/2018453309808390226,filename+url
120,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/coding-tools-platforms/20260202-x_thread-ghostty_worktrees_lazygit_is_one-@dani_avila7.md,1283,True,https://x.com/dani_avila7/status/2018453309808390226,filename+url
121,keep,A,/Users/system/Desktop/research/20260129-x_article-openclaw_alone_is_a_demo_this_is_the_full_product-@rryssf_.md,20637,True,https://x.com/rryssf_/status/2016900174769963042,filename+url
121,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260129-x_article-openclaw_alone_is_a_demo_this_is_the_full_product-@rryssf_.md,20637,True,https://x.com/rryssf_/status/2016900174769963042,filename+url
122,keep,A,/Users/system/Desktop/research/20260127-x_thread-i_keep_seeing_this_really_stupid-@AlexFinn.md,2116,True,https://x.com/AlexFinn/status/2016212448148389980,filename+url
122,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260127-x_thread-i_keep_seeing_this_really_stupid-@AlexFinn.md,2116,True,https://x.com/AlexFinn/status/2016212448148389980,filename+url
123,keep,A,/Users/system/Desktop/research/20260207-x_article-you_can_build_a_10b_company_fully_remotely-@bouazizalex.md,17114,True,https://x.com/Bouazizalex/status/2020159203382550530,filename+url
123,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260207-x_article-you_can_build_a_10b_company_fully_remotely-@bouazizalex.md,17114,True,https://x.com/Bouazizalex/status/2020159203382550530,filename+url
124,keep,A,/Users/system/Desktop/research/20260211-x_article-i_fed_20_openclaw_articles_to_opus_4_6_heres_the_setup_guide_it_built-@witcheer.md,27054,True,https://x.com/witcheer/status/2021610036980543767,filename+url
124,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260211-x_article-i_fed_20_openclaw_articles_to_opus_4_6_heres_the_setup_guide_it_built-@witcheer.md,27054,True,https://x.com/witcheer/status/2021610036980543767,filename+url
125,keep,A,/Users/system/Desktop/research/20260202-x_article-how_to_setup_your_agent_to_do_daily_testing_file_bugs-@ryancarson.md,11296,True,https://x.com/ryancarson/status/2018354837918732297,filename+url
125,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260202-x_article-how_to_setup_your_agent_to_do_daily_testing_file_bugs-@ryancarson.md,11296,True,https://x.com/ryancarson/status/2018354837918732297,filename+url
125,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/agents-orchestration/20260204-x_article-how_to_setup_your_agent_to_do_daily_testing_file_bugs-@ryancarson.md,11181,True,https://x.com/ryancarson/status/2018354837918732297,filename+url
126,keep,A,/Users/system/Desktop/research/20260207-x_article-the_skillmaxxer_3000_use_this_to_build_expert_level_claude_skills-@chasing_next.md,6724,True,https://x.com/chasing_next/status/2020153291917967706,filename+url
126,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260207-x_article-the_skillmaxxer_3000_use_this_to_build_expert_level_claude_skills-@chasing_next.md,6724,True,https://x.com/chasing_next/status/2020153291917967706,filename+url
127,keep,A,/Users/system/Desktop/research/20260201-x_thread-single_biggest_improvement_to_your-nbaschez.md,2400,True,https://x.com/nbaschez/status/2018027072720130090,filename+url
127,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260201-x_thread-single_biggest_improvement_to_your-nbaschez.md,2400,True,https://x.com/nbaschez/status/2018027072720130090,filename+url
127,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/claude-code/20260201-x_thread-single_biggest_improvement_to_your-nbaschez.md,2832,True,https://x.com/nbaschez/status/2018027072720130090,filename+url
128,keep,A,/Users/system/Desktop/research/20260127-x_thread-everyone_online_is_debating_the-startupideaspod.md,1041,True,https://x.com/startupideaspod/status/2016236538775142791,filename+url
128,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260127-x_thread-everyone_online_is_debating_the-startupideaspod.md,1041,True,https://x.com/startupideaspod/status/2016236538775142791,filename+url
129,keep,A,/Users/system/Desktop/research/PROMPT-AUGUR-20260203-openclaw_deep_research.md,2760,False,,filename
129,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/11-openclaw-deep-research-constellation/PROMPT-AUGUR-20260203-openclaw_deep_research.md,2760,False,,filename
130,keep,A,/Users/system/Desktop/research/20260207-x_article-claude_code_agent_teams_marketing_department-@vibemarker_.md,6838,True,https://x.com/VibeMarketer_/status/2020142441769156678,filename+url
130,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260207-x_article-claude_code_agent_teams_marketing_department-@vibemarker_.md,6838,True,https://x.com/VibeMarketer_/status/2020142441769156678,filename+url
131,keep,A,/Users/system/Desktop/research/20260125-x_thread-ok_clawdbot_is_insane_people-@minchoi.md,5692,True,https://x.com/minchoi/status/2015457223372087467,filename+url
131,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260125-x_thread-ok_clawdbot_is_insane_people-@minchoi.md,5692,True,https://x.com/minchoi/status/2015457223372087467,filename+url
132,keep,A,/Users/system/Desktop/research/20260204-x_article-how_to_build_an_ai_agent_that_never_goes_crazy-@av1dlive.md,17321,True,https://x.com/Av1dlive/status/2019104781172896103,filename+url
132,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260204-x_article-how_to_build_an_ai_agent_that_never_goes_crazy-@av1dlive.md,17321,True,https://x.com/Av1dlive/status/2019104781172896103,filename+url
133,keep,A,/Users/system/Desktop/research/20260212-x_article-how_to_actually_grow_on_x-@eptwts.md,9730,True,https://x.com/eptwts/status/2021947976831148445,filename+url
133,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260212-x_article-how_to_actually_grow_on_x-@eptwts.md,9730,True,https://x.com/eptwts/status/2021947976831148445,filename+url
134,keep,A,/Users/system/Desktop/research/20260202-x_thread-been_helping_bringing_the_codex-@dkundel.md,4871,True,https://x.com/dkundel/status/2018455598267027894,filename+url
134,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/10-ai-engineering-roadmaps-architecture/20260202-x_thread-been_helping_bringing_the_codex-@dkundel.md,4871,True,https://x.com/dkundel/status/2018455598267027894,filename+url
135,keep,A,/Users/system/Desktop/research/20260114-x_thread-got_nerdsniped_into_finally_reading-@willccbb.md,2347,True,https://x.com/willccbb/status/2011509849268596830,filename+url
135,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260114-x_thread-got_nerdsniped_into_finally_reading-@willccbb.md,2347,True,https://x.com/willccbb/status/2011509849268596830,filename+url
136,keep,A,/Users/system/Desktop/research/20260202-x_thread-guide_tutorials_p1_the_orchestration-affaanmustafa.md,1367,True,https://x.com/affaanmustafa/status/2018270130674029037,filename+url
136,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260202-x_thread-guide_tutorials_p1_the_orchestration-affaanmustafa.md,1367,True,https://x.com/affaanmustafa/status/2018270130674029037,filename+url
136,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/coding-tools-platforms/20260202-x_thread-guide_tutorials_p1_the_orchestration-affaanmustafa.md,1303,True,https://x.com/affaanmustafa/status/2018270130674029037,filename+url
137,keep,A,/Users/system/Desktop/research/20260201-x_article-the_agentic_code_problem-@theo.md,4558,True,https://x.com/theo/status/2018091358251372601,filename+url
137,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260201-x_article-the_agentic_code_problem-@theo.md,4558,True,https://x.com/theo/status/2018091358251372601,filename+url
137,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/ai-engineering/20260201-x_article-the_agentic_code_problem-@theo.md,4166,True,https://x.com/theo/status/2018091358251372601,filename+url
138,keep,A,/Users/system/Desktop/research/20260208-x_article-the_cloud_agent_thesis-@dabit3.md,11544,True,https://x.com/dabit3/status/2020564900834111518,filename+url
138,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260208-x_article-the_cloud_agent_thesis-@dabit3.md,11544,True,https://x.com/dabit3/status/2020564900834111518,filename+url
139,keep,A,/Users/system/Desktop/research/20260213-x_article-the_machines_are_the_only_democracy_you_have_left-@daveshapi.md,46642,True,https://x.com/DaveShapi/status/2022334611347439636,filename+url
139,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260213-x_article-the_machines_are_the_only_democracy_you_have_left-@daveshapi.md,46642,True,https://x.com/DaveShapi/status/2022334611347439636,filename+url
140,keep,A,/Users/system/Desktop/research/20260208-x_article-the_only_ai_agent_architecture_guide_youll_ever_need-@nickspiska_.md,38671,True,https://x.com/NickSpisak_/status/2020579444067573850,filename+url
140,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/10-ai-engineering-roadmaps-architecture/20260208-x_article-the_only_ai_agent_architecture_guide_youll_ever_need-@nickspiska_.md,38671,True,https://x.com/NickSpisak_/status/2020579444067573850,filename+url
141,keep,A,/Users/system/Desktop/research/20260126-x_article-part_2_clawdbot_are_you_sure_you_want_to_read_this-@rahulsood.md,7816,True,https://x.com/rahulsood/status/2015805211517042763,filename+url
141,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260126-x_article-part_2_clawdbot_are_you_sure_you_want_to_read_this-@rahulsood.md,7816,True,https://x.com/rahulsood/status/2015805211517042763,filename+url
142,keep,A,/Users/system/Desktop/research/20260128-x_article-eating_lobster_souls_part_iii_the_finale_escape_the_moltrix-@theonejvo.md,15221,True,https://x.com/theonejvo/status/2016510190464675980,filename+url
142,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260128-x_article-eating_lobster_souls_part_iii_the_finale_escape_the_moltrix-@theonejvo.md,15221,True,https://x.com/theonejvo/status/2016510190464675980,filename+url
143,keep,A,/Users/system/Desktop/research/20260212-x_article-how_my_openclaw_agent_larry_got_millions_of_tiktok_views_in_one_week_full_step_by_step_guide-@oliverhenry.md,20267,True,https://x.com/oliverhenry/status/2022011925903667547,filename+url
143,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260212-x_article-how_my_openclaw_agent_larry_got_millions_of_tiktok_views_in_one_week_full_step_by_step_guide-@oliverhenry.md,20267,True,https://x.com/oliverhenry/status/2022011925903667547,filename+url
144,keep,A,/Users/system/Desktop/research/20260212-x_article-openclaw_felt_like_talking_to_claude_until_i_changed_five_things_now_it_runs_agents_on_its_own-@tomcrawshaw01.md,14571,True,https://x.com/tomcrawshaw01/status/2021951399857467820,filename+url
144,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260212-x_article-openclaw_felt_like_talking_to_claude_until_i_changed_five_things_now_it_runs_agents_on_its_own-@tomcrawshaw01.md,14571,True,https://x.com/tomcrawshaw01/status/2021951399857467820,filename+url
145,keep,A,/Users/system/Desktop/research/20260126-x_article-how_clawdbot_remembers_everything-@manthanguptaa.md,8805,True,https://x.com/manthanguptaa/status/2015780646770323543,filename+url
145,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260126-x_article-how_clawdbot_remembers_everything-@manthanguptaa.md,8805,True,https://x.com/manthanguptaa/status/2015780646770323543,filename+url
146,keep,A,/Users/system/Desktop/research/20260127-x_article-the_thing_about_moltbot_that_nobody_wants_to_admit-@andrey__hq.md,15313,True,https://x.com/Andrey__HQ/status/2016228427901370760,filename+url
146,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260127-x_article-the_thing_about_moltbot_that_nobody_wants_to_admit-@andrey__hq.md,15313,True,https://x.com/Andrey__HQ/status/2016228427901370760,filename+url
147,keep,A,/Users/system/Desktop/research/20260206-x_article-how_to_install_and_use_claude_code_agent_teams_complete_guide-@tomcrawshaw01.md,13570,True,https://x.com/tomcrawshaw01/status/2019778646043758957,filename+url
147,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260206-x_article-how_to_install_and_use_claude_code_agent_teams_complete_guide-@tomcrawshaw01.md,13570,True,https://x.com/tomcrawshaw01/status/2019778646043758957,filename+url
148,keep,A,/Users/system/Desktop/research/20260128-x_article-obsidian_and_claude_code_async_hooks_for_note_history-@arscontexta.md,5599,True,https://x.com/arscontexta/status/2016587691505164749,filename+url
148,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/04-agentic-notetaking-knowledge-vaults/20260128-x_article-obsidian_and_claude_code_async_hooks_for_note_history-@arscontexta.md,5599,True,https://x.com/arscontexta/status/2016587691505164749,filename+url
149,keep,A,/Users/system/Desktop/research/20260211-x_article-ai_isnt_coming_for_your_future_fear_is-@cboyack.md,23352,True,https://x.com/cboyack/status/2021647373571862952,filename+url
149,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260211-x_article-ai_isnt_coming_for_your_future_fear_is-@cboyack.md,23352,True,https://x.com/cboyack/status/2021647373571862952,filename+url
150,keep,A,/Users/system/Desktop/research/20260201-x_article-dash_open_sourcing_openais_in_house_data_agent-@ashpreetbedi.md,5373,True,https://x.com/ashpreetbedi/status/2018059495335764273,filename+url
150,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260201-x_article-dash_open_sourcing_openais_in_house_data_agent-@ashpreetbedi.md,5373,True,https://x.com/ashpreetbedi/status/2018059495335764273,filename+url
150,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/coding-tools-platforms/20260201-x_article-dash_open_sourcing_openais_in_house_data_agent-@ashpreetbedi.md,5364,True,https://x.com/ashpreetbedi/status/2018059495335764273,filename+url
151,keep,A,/Users/system/Desktop/research/20260204-x_article-saas_is_dead_agents_killed_it-@davidondrej1.md,9413,True,https://x.com/DavidOndrej1/status/2019126831761572169,filename+url
151,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260204-x_article-saas_is_dead_agents_killed_it-@davidondrej1.md,9413,True,https://x.com/DavidOndrej1/status/2019126831761572169,filename+url
152,keep,A,/Users/system/Desktop/research/20260213-x_article-deep_dive_on_neuralink_controlling_computers_with_your_mind-@chamath.md,8172,True,https://x.com/chamath/status/2022396027555418456,filename+url
152,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260213-x_article-deep_dive_on_neuralink_controlling_computers_with_your_mind-@chamath.md,8172,True,https://x.com/chamath/status/2022396027555418456,filename+url
153,keep,A,/Users/system/Desktop/research/20260203-x_article-most_people_cant_vibe_code_heres_how_we_fix_that-@venturetwins.md,7912,True,https://x.com/venturetwins/status/2018728397573398608,filename+url
153,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260203-x_article-most_people_cant_vibe_code_heres_how_we_fix_that-@venturetwins.md,7912,True,https://x.com/venturetwins/status/2018728397573398608,filename+url
153,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/vibe-coding-design/20260203-x_article-most_people_cant_vibe_code_heres_how_we_fix_that-@venturetwins.md,7341,True,https://x.com/venturetwins/status/2018728397573398608,filename+url
154,keep,A,/Users/system/Desktop/research/20260202-x_article-openclaw_skill_that_lets_your_agent_earn_autonomously-@ivaavimusic.md,8938,True,https://x.com/ivaavimusic/status/2018346685806891454,filename+url
154,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260202-x_article-openclaw_skill_that_lets_your_agent_earn_autonomously-@ivaavimusic.md,8938,True,https://x.com/ivaavimusic/status/2018346685806891454,filename+url
155,keep,A,/Users/system/Desktop/research/20260210-x_article-observational_memory_a_human_inspired_memory_system_for_ai_agents-@mastra.md,6958,True,https://x.com/mastra/status/2021280193273336131,filename+url
155,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/03-agent-memory-systems/20260210-x_article-observational_memory_a_human_inspired_memory_system_for_ai_agents-@mastra.md,6958,True,https://x.com/mastra/status/2021280193273336131,filename+url
156,keep,A,/Users/system/Desktop/research/20260211-x_article-the_future_of_engineering_self_driving_software-@nummanali.md,11708,True,https://x.com/nummanali/status/2021692332849131738,filename+url
156,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260211-x_article-the_future_of_engineering_self_driving_software-@nummanali.md,11708,True,https://x.com/nummanali/status/2021692332849131738,filename+url
157,keep,A,/Users/system/Desktop/research/20260205-x_thread-i_finally_fixed_my-@ridd_design.md,3435,True,https://x.com/ridd_design/status/2019450056735179102,filename+url
157,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/09-design-in-ai-era/20260205-x_thread-i_finally_fixed_my-@ridd_design.md,3435,True,https://x.com/ridd_design/status/2019450056735179102,filename+url
158,keep,A,/Users/system/Desktop/research/20260206-x_article-end_game_play-@willmanidis.md,10969,True,https://x.com/WillManidis/status/2019850913599676524,filename+url
158,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260206-x_article-end_game_play-@willmanidis.md,10969,True,https://x.com/WillManidis/status/2019850913599676524,filename+url
159,keep,A,/Users/system/Desktop/research/20260207-x_thread-claude_code_has_10_plus_features-@dr_cintas.md,2498,True,https://x.com/dr_cintas/status/2020201275040641385,filename+url
159,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260207-x_thread-claude_code_has_10_plus_features-@dr_cintas.md,2498,True,https://x.com/dr_cintas/status/2020201275040641385,filename+url
160,keep,A,/Users/system/Desktop/research/20260203-x_article-openclaw_plus_minimax_equals_the_$14_month_ai_agent-@godofprompt.md,13079,True,https://x.com/godofprompt/status/2018729045203066912,filename+url
160,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260203-x_article-openclaw_minimax_the_14_month_ai_agent-@godofprompt.md,22896,True,https://x.com/godofprompt/status/2018729045203066912,filename+url
160,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260203-x_article-openclaw_plus_minimax_equals_the_$14_month_ai_agent-@godofprompt.md,13079,True,https://x.com/godofprompt/status/2018729045203066912,filename+url
161,keep,A,/Users/system/Desktop/research/20260208-x_thread-my_favorite_thing_in_the_world-@frankdegods.md,1641,True,https://x.com/frankdegods/status/2020541790332342581,filename+url
161,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260208-x_thread-my_favorite_thing_in_the_world-@frankdegods.md,1641,True,https://x.com/frankdegods/status/2020541790332342581,filename+url
162,keep,A,/Users/system/Desktop/research/20260203-x_thread-you_can_clone_anyones_writing-@alex_prompter.md,6388,True,https://x.com/alex_prompter/status/2018625586751820241,filename+url
162,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260203-x_thread-you_can_clone_anyones_writing-@alex_prompter.md,6388,True,https://x.com/alex_prompter/status/2018625586751820241,filename+url
162,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/prompt-engineering/20260203-x_thread-you_can_clone_anyones_writing-alex_prompter.md,865,True,https://x.com/alex_prompter/status/2018625586751820241,filename+url
163,keep,A,/Users/system/Desktop/research/20260201-x_article-20_more_clawdbot_setups_that_made_me_say_wait_it_can_do_that-@ganimcorey.md,15493,True,https://x.com/GanimCorey/status/2017959821111083068,filename+url
163,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260201-x_article-20_more_clawdbot_setups_that_made_me_say_wait_it_can_do_that-@ganimcorey.md,15493,True,https://x.com/GanimCorey/status/2017959821111083068,filename+url
164,keep,A,/Users/system/Desktop/research/20260205-x_article-gpt_5_3_codex_are_we_becoming_the_bottleneck-@flavioAd.md,5529,True,https://x.com/flavioAd/status/2019474660866290061,filename+url
164,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260205-x_article-gpt_5_3_codex_are_we_becoming_the_bottleneck-@flavioAd.md,5529,True,https://x.com/flavioAd/status/2019474660866290061,filename+url
165,keep,A,/Users/system/Desktop/research/20260210-x_thread-we_made_a_tool_that-bnj.md,1299,True,https://x.com/bnj/status/2021330958671380625,filename+url
165,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/12-homelab-infrastructure/20260210-x_thread-we_made_a_tool_that-bnj.md,1299,True,https://x.com/bnj/status/2021330958671380625,filename+url
166,keep,A,/Users/system/Desktop/research/20260206-x_article-cowork_will_not_be_your_virtual_coworker-@philhchen.md,6570,True,https://x.com/philhchen/status/2019832109180023214,filename+url
166,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260206-x_article-cowork_will_not_be_your_virtual_coworker-@philhchen.md,6570,True,https://x.com/philhchen/status/2019832109180023214,filename+url
167,keep,A,/Users/system/Desktop/research/20260205-x_article-i_spent_10000_to_automate_my_research_at_openai_with_codex-@karendoostrlnck.md,6110,True,https://x.com/KarelDoostrlnck/status/2019477361557926281,filename+url
167,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260205-x_article-i_spent_10000_to_automate_my_research_at_openai_with_codex-@karendoostrlnck.md,6110,True,https://x.com/KarelDoostrlnck/status/2019477361557926281,filename+url
168,keep,A,/Users/system/Desktop/research/20260203-x_thread-my_openclaw_assistant_is_live-@adeoressi.md,1734,True,https://x.com/adeoressi/status/2018755662105473179,filename+url
168,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260203-x_thread-my_openclaw_assistant_is_live-@adeoressi.md,1734,True,https://x.com/adeoressi/status/2018755662105473179,filename+url
169,keep,A,/Users/system/Desktop/research/20260130-x_article-vibe_coding_is_dead_heres_what_comes_next-@prajwaltomar_.md,8691,True,https://x.com/PrajwalTomar_/status/2017202993087893813,filename+url
169,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260130-x_article-vibe_coding_is_dead_heres_what_comes_next-@prajwaltomar_.md,8691,True,https://x.com/PrajwalTomar_/status/2017202993087893813,filename+url
169,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/vibe-coding-design/20260130-x_article-vibe_coding_is_dead_here's_what_comes_next-@prajwaltomar_.md,8648,True,https://x.com/PrajwalTomar_/status/2017202993087893813,filename+url
170,keep,A,/Users/system/Desktop/research/20260205-x_article-how_to_run_opus_4.6_on_openclaw_(easy_guide_copy_paste)-@jumperz.md,3351,True,https://x.com/jumperz/status/2019531293726503358,filename+url
